transaction_id,user_id,amount,transaction_type,merchant_category,merchant_id,device_type,channel,city,country,timestamp,is_international,card_present,is_fraud
tx_72159fdb6626,user_02243,519.86,purchase,entertainment,mrc_ente_0001,mobile,online,Frankfurt,DE,2026-01-05T10:38:30,False,False,0
tx_5f27fe294848,user_00242,136.22,withdrawal,travel,mrc_trav_0066,pos_terminal,in_store,Seattle,US,2026-03-08T13:17:37,False,True,0
tx_c7c99f7b4d6f,user_00264,56.77,transfer,atm,mrc_atm_0090,tablet,mobile_app,Abu Dhabi,AE,2026-02-18T13:23:19,False,False,0
tx_0178d0a01ffe,user_02992,92.99,transfer,dining,mrc_dini_0017,tablet,online,Marseille,FR,2026-02-16T17:13:34,False,False,0
tx_2e7fd735dd99,user_00911,139.08,withdrawal,online,mrc_onli_0012,tablet,online,Seattle,US,2026-03-03T17:59:09,False,False,0
tx_48f1ff04b287,user_02826,452.83,refund,entertainment,mrc_ente_0052,tablet,mobile_app,Marseille,FR,2025-12-30T11:56:54,False,False,0
tx_e4eb90d39911,user_01435,94.92,purchase,retail,mrc_reta_0083,pos_terminal,in_store,Berlin,DE,2025-12-26T19:19:56,False,True,0
tx_9911418b0873,user_01507,636.33,purchase,retail,mrc_reta_0095,mobile,mobile_app,Calgary,CA,2026-02-20T11:40:49,False,False,0
tx_2c7c451f2666,user_02251,59.55,purchase,atm,mrc_atm_0047,tablet,mobile_app,Singapore City,SG,2025-12-21T12:14:30,False,False,0
tx_42aebfe7f64f,user_01911,792.25,payment,dining,mrc_dini_0005,desktop,online,Frankfurt,DE,2026-02-11T14:12:33,False,False,0
tx_0c1626bc73de,user_02888,6317.95,purchase,dining,mrc_dini_0005,mobile,online,São Paulo,BR,2026-01-08T00:54:54,False,False,1
tx_e56faba95aa8,user_02794,69.21,purchase,atm,mrc_atm_0057,mobile,online,Munich,DE,2026-01-08T10:53:36,False,False,0
tx_6c475fc8955b,user_00693,10.07,payment,retail,mrc_reta_0061,tablet,online,London,GB,2026-02-09T12:22:43,False,False,0
tx_287155c0f6c4,user_00136,241.04,purchase,online,mrc_onli_0069,tablet,mobile_app,Phoenix,US,2026-02-06T11:15:28,False,False,0
tx_e84feb89b8b7,user_00536,147.04,payment,entertainment,mrc_ente_0062,pos_terminal,atm,Singapore City,SG,2026-02-23T13:29:41,False,True,0
tx_293b252f6ab6,user_01063,196.46,payment,atm,mrc_atm_0046,desktop,call_center,Delhi,IN,2026-02-14T13:52:27,False,False,0
tx_981c598e92f1,user_00247,112.77,refund,grocery,mrc_groc_0002,mobile,online,Frankfurt,DE,2026-01-02T13:54:42,False,False,0
tx_9a0c75edaec2,user_00286,19.84,purchase,online,mrc_onli_0040,tablet,mobile_app,Abu Dhabi,AE,2026-03-14T10:01:23,False,False,0
tx_e9d48c4e8747,user_02796,33.02,purchase,atm,mrc_atm_0097,desktop,online,Houston,US,2026-01-23T09:57:21,False,False,0
tx_98943068aff2,user_00583,328.48,purchase,dining,mrc_dini_0075,tablet,mobile_app,Vancouver,CA,2026-01-11T18:29:18,False,False,0
tx_163c453b3eff,user_00803,232.2,purchase,dining,mrc_dini_0045,pos_terminal,in_store,Singapore City,SG,2026-02-03T14:08:34,False,True,0
tx_406023e2dfb7,user_01769,69.46,purchase,electronics,mrc_elec_0024,mobile,mobile_app,Toulouse,FR,2026-03-17T13:12:59,False,False,0
tx_bfc75c63600f,user_00158,207.42,purchase,electronics,mrc_elec_0012,desktop,call_center,Hyderabad,IN,2025-12-23T17:51:10,False,False,0
tx_7008d3d8b0ed,user_02338,179.53,purchase,entertainment,mrc_ente_0030,desktop,online,Singapore City,SG,2026-01-06T15:50:28,False,False,0
tx_22695b74333c,user_02635,670.66,withdrawal,electronics,mrc_elec_0093,mobile,online,Sydney,AU,2026-01-27T11:06:05,False,False,0
tx_5c476ffafab1,user_00875,264.68,purchase,other,mrc_othe_0054,pos_terminal,atm,Lyon,FR,2025-12-23T08:01:32,False,True,0
tx_578815012420,user_00978,19.62,purchase,grocery,mrc_groc_0066,pos_terminal,atm,Munich,DE,2026-01-22T14:40:39,False,True,0
tx_4bcef4c838f9,user_02458,168.62,purchase,dining,mrc_dini_0051,pos_terminal,in_store,Brisbane,AU,2026-02-19T11:38:52,False,True,0
tx_c0862f61c325,user_01088,235.49,payment,dining,mrc_dini_0080,desktop,online,Seattle,US,2026-02-12T16:10:41,False,False,0
tx_c4f5b111f6e5,user_00109,164.96,purchase,online,mrc_onli_0073,desktop,call_center,São Paulo,BR,2026-02-24T20:09:40,False,False,0
tx_3ed5061eecf2,user_01005,144.13,purchase,dining,mrc_dini_0045,desktop,online,Hyderabad,IN,2026-02-12T10:14:00,False,False,0
tx_aba3e695b2cc,user_00876,307.45,purchase,dining,mrc_dini_0087,pos_terminal,atm,Adelaide,AU,2026-01-01T13:31:47,False,True,0
tx_df78201b4ab7,user_02456,533.09,purchase,healthcare,mrc_heal_0054,pos_terminal,in_store,Marseille,FR,2026-02-05T09:39:29,False,True,0
tx_676c6ee534f9,user_01832,153.37,purchase,other,mrc_othe_0041,pos_terminal,in_store,Mumbai,IN,2026-01-30T11:12:46,False,True,0
tx_28d1273b5e5b,user_02862,294.99,purchase,electronics,mrc_elec_0069,desktop,mobile_app,Toulouse,FR,2026-02-21T17:43:31,False,False,0
tx_31e4d4cb7f51,user_00774,121.69,purchase,grocery,mrc_groc_0015,tablet,online,Adelaide,AU,2026-03-10T10:20:26,False,False,0
tx_a606b736d6d7,user_02604,85.63,purchase,entertainment,mrc_ente_0078,mobile,mobile_app,Toulouse,FR,2026-01-07T17:10:36,False,False,0
tx_3e0e495b3665,user_00743,47.5,purchase,grocery,mrc_groc_0066,desktop,call_center,Pune,IN,2026-02-16T13:03:46,False,False,0
tx_6788062fb755,user_00665,88.4,transfer,grocery,mrc_groc_0049,tablet,mobile_app,Berlin,DE,2026-01-28T18:28:31,False,False,0
tx_eeee5dd3801c,user_00224,18.04,purchase,healthcare,mrc_heal_0076,tablet,mobile_app,Singapore City,SG,2025-12-22T10:23:02,False,False,0
tx_067254b2e7d2,user_02401,130.54,withdrawal,electronics,mrc_elec_0095,mobile,online,Melbourne,AU,2026-01-27T15:37:50,False,False,0
tx_bb127d9d5cd3,user_01145,91.5,transfer,retail,mrc_reta_0072,mobile,online,Dallas,US,2025-12-29T15:54:08,False,False,0
tx_1a9455c3ebdd,user_00390,211.91,payment,grocery,mrc_groc_0071,desktop,atm,Brasília,BR,2026-02-12T13:39:34,False,True,0
tx_b6bf62088c38,user_01911,5266.35,purchase,travel,mrc_trav_0096,unknown,online,Munich,DE,2026-02-18T04:55:40,False,False,1
tx_c74091f15710,user_02722,145.61,payment,entertainment,mrc_ente_0100,desktop,online,Singapore City,SG,2026-01-14T14:58:24,False,False,0
tx_2eef14c5780f,user_02025,7.51,payment,entertainment,mrc_ente_0015,tablet,online,Rio de Janeiro,BR,2025-12-21T12:39:25,False,False,0
tx_ef11ee23fda5,user_02901,63.88,purchase,healthcare,mrc_heal_0040,mobile,online,Abu Dhabi,AE,2026-03-06T16:42:57,False,False,0
tx_31a09fea78a0,user_00143,65.71,purchase,electronics,mrc_elec_0089,mobile,online,Adelaide,AU,2026-03-16T08:27:22,False,False,0
tx_fbffd2ae17b7,user_02291,324.17,purchase,travel,mrc_trav_0075,desktop,atm,Abu Dhabi,AE,2026-01-09T09:09:48,False,True,0
tx_0c708de1df71,user_00594,162.02,purchase,entertainment,mrc_ente_0094,desktop,call_center,Singapore City,SG,2026-03-02T15:53:01,False,False,0
tx_15210927a5d2,user_02285,52.5,payment,other,mrc_othe_0083,desktop,online,Singapore City,SG,2026-02-26T09:59:53,False,False,0
tx_34b8f9f2b0c7,user_01520,231.19,purchase,retail,mrc_reta_0088,tablet,online,Singapore City,SG,2025-12-22T13:50:25,False,False,0
tx_396ec94ceb29,user_00471,75.83,purchase,online,mrc_onli_0088,mobile,online,Abu Dhabi,AE,2026-01-09T16:51:16,False,False,0
tx_4b52d938d535,user_02926,331.22,purchase,dining,mrc_dini_0039,desktop,call_center,Chennai,IN,2026-02-25T14:06:15,False,False,0
tx_a09039405c00,user_01269,48.85,purchase,retail,mrc_reta_0099,tablet,mobile_app,Adelaide,AU,2026-03-02T11:26:27,False,False,0
tx_a0f55a18a3ae,user_00319,218.1,payment,travel,mrc_trav_0017,desktop,online,Seattle,US,2026-03-15T13:18:22,False,False,0
tx_72f73eec3392,user_02838,7199.26,transfer,online,mrc_onli_0023,mobile,online,Toulouse,FR,2026-01-10T01:35:11,False,False,1
tx_8ae51d5943e9,user_01524,38.68,transfer,travel,mrc_trav_0076,tablet,online,Dubai,AE,2026-03-02T13:54:37,False,False,0
tx_3d7dc08d9475,user_02383,181.53,purchase,grocery,mrc_groc_0082,desktop,call_center,Lyon,FR,2026-01-19T16:28:53,False,False,0
tx_a0b946f232c0,user_01005,428.14,purchase,dining,mrc_dini_0012,desktop,online,Bangalore,IN,2026-03-06T14:31:14,False,False,0
tx_1b5a7673393e,user_02397,87.22,purchase,retail,mrc_reta_0058,mobile,mobile_app,Singapore City,SG,2026-03-01T15:49:00,False,False,0
tx_66840b80746c,user_01916,61.1,payment,online,mrc_onli_0084,tablet,mobile_app,Melbourne,AU,2026-02-02T18:00:51,False,False,0
tx_519fc9b6dff8,user_00409,280.81,purchase,atm,mrc_atm_0032,desktop,online,Marseille,FR,2025-12-28T15:56:18,False,False,0
tx_ead120bbbce4,user_00339,172.08,purchase,other,mrc_othe_0026,desktop,online,Chennai,IN,2026-03-01T14:43:58,False,False,0
tx_bc39582b8c72,user_00718,58.57,purchase,dining,mrc_dini_0085,desktop,call_center,São Paulo,BR,2026-03-04T15:17:28,False,False,0
tx_de1a7aaf64bf,user_01514,29.21,withdrawal,grocery,mrc_groc_0014,mobile,online,Vancouver,CA,2026-03-12T08:32:47,False,False,0
tx_d25469764436,user_01952,651.8,purchase,retail,mrc_reta_0011,mobile,mobile_app,Adelaide,AU,2025-12-21T15:46:20,False,False,0
tx_8dd9cd39a926,user_02227,537.83,purchase,travel,mrc_trav_0058,tablet,online,Munich,DE,2026-03-08T12:41:27,False,False,0
tx_f8de89f0b3e0,user_01394,165.56,purchase,atm,mrc_atm_0012,pos_terminal,atm,Hamburg,DE,2026-02-04T13:43:16,False,True,0
tx_fa8222a09885,user_01844,161.28,purchase,online,mrc_onli_0014,pos_terminal,atm,Hamburg,DE,2026-02-22T14:10:36,False,True,0
tx_964320900a03,user_02241,124.51,transfer,dining,mrc_dini_0078,desktop,online,Montreal,CA,2026-02-13T08:34:01,False,False,0
tx_541ae4390110,user_02703,383.58,payment,entertainment,mrc_ente_0052,desktop,online,Los Angeles,US,2026-03-10T14:02:32,False,False,0
tx_f4ecf611f04b,user_00286,22.65,transfer,atm,mrc_atm_0071,tablet,online,Dubai,AE,2026-01-27T16:21:52,False,False,0
tx_ea26808a912c,user_00522,301.09,payment,atm,mrc_atm_0079,tablet,online,New York,US,2026-03-19T15:47:17,False,False,0
tx_64747878d83c,user_01499,476.84,payment,dining,mrc_dini_0078,mobile,mobile_app,Mumbai,IN,2026-02-13T09:04:41,False,False,0
tx_3c6b7781732b,user_00779,85.32,withdrawal,healthcare,mrc_heal_0012,pos_terminal,in_store,Dubai,AE,2026-01-27T16:54:09,False,True,0
tx_94cc769afdbd,user_01590,145.72,purchase,healthcare,mrc_heal_0036,pos_terminal,in_store,Chennai,IN,2026-02-12T12:09:25,False,True,0
tx_945f2486a6eb,user_01675,9757.37,withdrawal,other,mrc_othe_0054,mobile,online,São Paulo,BR,2026-01-03T01:20:08,False,False,1
tx_9d7b613929f3,user_00509,102.14,purchase,electronics,mrc_elec_0078,mobile,mobile_app,Lyon,FR,2026-02-17T15:32:40,False,False,0
tx_e09d636573f5,user_01042,106.37,purchase,healthcare,mrc_heal_0023,tablet,mobile_app,Marseille,FR,2026-02-06T14:32:13,False,False,0
tx_ebcd4869d0c3,user_02534,58.89,purchase,travel,mrc_trav_0073,desktop,online,Nice,FR,2026-02-03T17:09:35,False,False,0
tx_aebe01c71cf3,user_02110,206.08,payment,healthcare,mrc_heal_0087,tablet,online,Toulouse,FR,2026-01-07T13:49:19,False,False,0
tx_8e751808c4cc,user_02009,169.02,purchase,grocery,mrc_groc_0075,mobile,mobile_app,Dubai,AE,2026-01-06T11:41:35,False,False,0
tx_20e2cb0d405c,user_01864,15.35,purchase,other,mrc_othe_0066,desktop,online,Seattle,US,2026-03-07T12:52:47,False,False,0
tx_c3cb25810282,user_02616,120.96,purchase,online,mrc_onli_0024,tablet,online,Montreal,CA,2026-03-15T14:49:48,False,False,0
tx_47df4745d98e,user_02325,96.91,payment,atm,mrc_atm_0052,desktop,call_center,Vancouver,CA,2025-12-25T09:35:09,False,False,0
tx_cf9859c7f3c8,user_01162,394.04,purchase,atm,mrc_atm_0060,desktop,call_center,São Paulo,BR,2026-02-28T13:07:49,False,False,0
tx_685b71feecba,user_00682,52.66,purchase,travel,mrc_trav_0042,pos_terminal,atm,Chennai,IN,2026-03-06T12:50:40,False,True,0
tx_77714a287f2a,user_00092,359.99,purchase,dining,mrc_dini_0044,desktop,call_center,Singapore City,SG,2026-03-02T09:24:48,False,False,0
tx_68426cd325ef,user_00424,163.06,transfer,healthcare,mrc_heal_0070,mobile,mobile_app,Sydney,AU,2026-02-09T10:05:16,False,False,0
tx_07327bdd4eb1,user_01292,738.63,purchase,healthcare,mrc_heal_0048,desktop,online,Abu Dhabi,AE,2026-02-13T12:53:37,False,False,0
tx_21443ce8db35,user_00288,133.6,purchase,atm,mrc_atm_0070,pos_terminal,in_store,Brasília,BR,2026-03-09T12:06:51,False,True,0
tx_3dec9fbb4a62,user_02130,95.89,withdrawal,electronics,mrc_elec_0099,tablet,online,Abu Dhabi,AE,2026-01-06T13:15:15,False,False,0
tx_0307b5665336,user_01290,55.35,purchase,entertainment,mrc_ente_0064,desktop,online,Frankfurt,DE,2026-01-16T08:05:49,False,False,0
tx_be7d25e82835,user_00414,252.62,payment,retail,mrc_reta_0012,pos_terminal,in_store,São Paulo,BR,2026-03-17T10:54:02,False,True,0
tx_1f86ce6edc76,user_02338,126.22,purchase,atm,mrc_atm_0060,desktop,online,Singapore City,SG,2026-02-03T12:40:36,False,False,0
tx_e7b1e92f55e2,user_02977,717.97,purchase,entertainment,mrc_ente_0015,desktop,online,Singapore City,SG,2026-01-13T15:11:27,False,False,0
tx_849d4d429bad,user_02835,78.15,purchase,online,mrc_onli_0021,desktop,online,Manchester,GB,2026-03-14T11:14:07,False,False,0
tx_f1efbae4755c,user_02685,327.16,purchase,dining,mrc_dini_0020,tablet,online,Marseille,FR,2026-02-13T11:50:30,False,False,0
tx_19010628fa98,user_01079,467.58,refund,other,mrc_othe_0089,desktop,online,New York,US,2026-02-21T17:10:37,False,False,0
tx_fbf264c0e7d5,user_00232,142.29,refund,healthcare,mrc_heal_0099,mobile,mobile_app,Singapore City,SG,2026-01-24T14:23:39,False,False,0
tx_20913560aa6d,user_02516,191.86,purchase,healthcare,mrc_heal_0074,pos_terminal,atm,New York,US,2026-02-02T19:55:15,False,True,0
tx_27984edceef7,user_00197,40.54,purchase,other,mrc_othe_0098,mobile,online,Singapore City,SG,2025-12-26T10:15:08,False,False,0
tx_fae8e4a6792c,user_01836,88.31,purchase,retail,mrc_reta_0047,tablet,mobile_app,Dubai,AE,2026-02-16T18:52:52,False,False,0
tx_98cf272cbca9,user_02554,117.16,purchase,entertainment,mrc_ente_0028,mobile,online,Rio de Janeiro,BR,2026-02-20T16:12:20,False,False,0
tx_01749ee5bb09,user_02611,188.54,purchase,travel,mrc_trav_0071,mobile,online,Brasília,BR,2026-03-11T17:49:19,False,False,0
tx_00d013deeeda,user_02804,67.09,purchase,other,mrc_othe_0040,pos_terminal,atm,Mumbai,IN,2026-03-07T17:13:39,False,True,0
tx_932ea511231a,user_01452,313.92,transfer,atm,mrc_atm_0051,mobile,mobile_app,Ottawa,CA,2026-01-20T13:52:34,False,False,0
tx_ba2ba6c5b049,user_02161,35.11,payment,other,mrc_othe_0083,tablet,online,Marseille,FR,2026-02-12T12:00:58,False,False,0
tx_6803cd2423f7,user_00578,156.39,payment,atm,mrc_atm_0095,pos_terminal,atm,Pune,IN,2026-01-02T14:38:38,False,True,0
tx_006661d9cd86,user_00137,162.46,transfer,travel,mrc_trav_0055,desktop,call_center,Hamburg,DE,2026-02-24T10:59:06,False,False,0
tx_1616b99cb1be,user_00483,28.11,purchase,dining,mrc_dini_0086,pos_terminal,atm,Brasília,BR,2026-02-10T14:02:22,False,True,0
tx_1feb762d0fc8,user_00263,22.68,withdrawal,grocery,mrc_groc_0043,pos_terminal,in_store,Houston,US,2025-12-29T19:07:06,False,True,0
tx_ed1fca25283e,user_02061,125.16,purchase,grocery,mrc_groc_0063,desktop,online,Adelaide,AU,2026-01-16T17:28:57,False,False,0
tx_6bf2d7f7aa4e,user_01874,286.04,withdrawal,dining,mrc_dini_0006,desktop,call_center,Houston,US,2025-12-27T13:06:48,False,False,0
tx_b3dc008608b6,user_01165,292.16,payment,entertainment,mrc_ente_0085,desktop,call_center,Perth,AU,2026-02-12T11:16:45,False,False,0
tx_5529bb0ce1d1,user_02544,91.42,purchase,atm,mrc_atm_0019,tablet,mobile_app,São Paulo,BR,2026-02-27T14:03:35,False,False,0
tx_2ba0072558f6,user_01232,59.78,purchase,grocery,mrc_groc_0063,pos_terminal,in_store,Dallas,US,2025-12-25T16:58:42,False,True,0
tx_df1e4ef4ceb1,user_02724,609.05,purchase,atm,mrc_atm_0037,desktop,call_center,Singapore City,SG,2026-01-11T20:41:58,False,False,0
tx_9015ef6f9fce,user_01347,22.23,purchase,other,mrc_othe_0048,pos_terminal,in_store,Chicago,US,2025-12-29T13:26:10,False,True,0
tx_9052afd85f41,user_01733,148.85,payment,atm,mrc_atm_0022,tablet,mobile_app,Vancouver,CA,2026-03-01T16:15:04,False,False,0
tx_8af49e71c56b,user_01150,84.98,payment,online,mrc_onli_0078,tablet,online,Toulouse,FR,2026-03-15T12:40:40,False,False,0
tx_3091d2f47469,user_02979,219.21,purchase,retail,mrc_reta_0035,mobile,mobile_app,Lyon,FR,2026-01-25T15:39:05,False,False,0
tx_f8975f21d6f1,user_01787,178.45,purchase,grocery,mrc_groc_0005,pos_terminal,in_store,Manchester,GB,2026-01-01T10:40:58,False,True,0
tx_849e0bd84791,user_01283,128.88,transfer,grocery,mrc_groc_0044,desktop,online,Munich,DE,2025-12-29T12:27:28,False,False,0
tx_c59446f5ea9f,user_01155,233.46,purchase,atm,mrc_atm_0026,desktop,call_center,Los Angeles,US,2026-03-05T17:53:54,False,False,0
tx_e0fd1f99178a,user_00260,178.17,payment,other,mrc_othe_0058,tablet,online,Nice,FR,2025-12-26T13:01:45,False,False,0
tx_40c647f3a630,user_02086,125.34,transfer,travel,mrc_trav_0080,pos_terminal,in_store,Dubai,AE,2026-02-22T10:31:13,False,True,0
tx_c8dcbcb2be16,user_01384,31.32,purchase,healthcare,mrc_heal_0027,pos_terminal,in_store,Delhi,IN,2025-12-26T11:12:43,False,True,0
tx_2270bf896288,user_02534,75.71,payment,retail,mrc_reta_0081,desktop,call_center,Nice,FR,2026-01-27T11:50:30,False,False,0
tx_a5f11f70be40,user_02635,3595.35,purchase,electronics,mrc_elec_0071,mobile,online,Sydney,AU,2026-01-14T04:33:57,False,False,1
tx_cc45e2aa1973,user_02645,39.25,payment,healthcare,mrc_heal_0023,mobile,online,Frankfurt,DE,2026-02-14T13:22:35,False,False,0
tx_69872ea8faa3,user_01424,34.28,payment,retail,mrc_reta_0060,mobile,online,Ottawa,CA,2026-02-25T10:41:25,False,False,0
tx_99ae5548f56b,user_02250,452.05,purchase,dining,mrc_dini_0082,desktop,call_center,Abu Dhabi,AE,2026-01-12T15:05:29,False,False,0
tx_f060ba5596e2,user_00647,17.07,payment,other,mrc_othe_0044,pos_terminal,atm,Dubai,AE,2026-01-28T11:27:13,False,True,0
tx_7f96132c1dda,user_00406,341.13,purchase,online,mrc_onli_0095,tablet,mobile_app,Singapore City,SG,2026-02-01T13:16:21,False,False,0
tx_6ffdb66d32dc,user_02336,317.84,purchase,grocery,mrc_groc_0066,mobile,online,Munich,DE,2026-01-14T12:26:59,False,False,0
tx_658e778ea8fe,user_02351,253.96,purchase,online,mrc_onli_0015,mobile,online,Dubai,AE,2026-01-10T13:44:02,False,False,0
tx_4fe43a694182,user_01432,700.08,purchase,travel,mrc_trav_0079,tablet,mobile_app,Perth,AU,2026-03-12T18:40:54,False,False,0
tx_3c3dd6ea4a21,user_00092,316.67,purchase,electronics,mrc_elec_0063,desktop,call_center,Singapore City,SG,2026-01-31T12:54:11,False,False,0
tx_35bfa43d08f3,user_00094,21.61,purchase,dining,mrc_dini_0088,desktop,call_center,Brasília,BR,2026-01-19T12:37:24,False,False,0
tx_fb376cbca8b1,user_01764,29.39,purchase,grocery,mrc_groc_0013,mobile,online,São Paulo,BR,2026-02-07T11:30:09,False,False,0
tx_333e022b54c4,user_02632,87.27,transfer,travel,mrc_trav_0003,pos_terminal,in_store,Phoenix,US,2026-01-29T13:11:32,False,True,0
tx_d5fa18fa8b70,user_00484,127.02,transfer,grocery,mrc_groc_0065,desktop,online,Abu Dhabi,AE,2026-01-28T12:26:52,False,False,0
tx_d8e305930bda,user_02128,131.95,refund,dining,mrc_dini_0072,mobile,online,Glasgow,GB,2026-02-25T11:55:14,False,False,0
tx_94207e9d6be7,user_01261,515.75,purchase,travel,mrc_trav_0098,desktop,online,Mumbai,IN,2026-01-01T10:25:50,False,False,0
tx_6f8ae7d4a450,user_02841,1130.19,purchase,other,mrc_othe_0040,unknown,online,Phoenix,US,2026-01-15T04:13:14,False,False,1
tx_1883ec094abd,user_02494,447.58,transfer,travel,mrc_trav_0004,desktop,online,Brisbane,AU,2026-02-13T13:37:39,False,False,0
tx_385da032be90,user_02162,315.56,purchase,entertainment,mrc_ente_0008,desktop,call_center,Paris,FR,2026-03-06T12:55:50,False,False,0
tx_0e36b4ff9de2,user_02370,390.09,refund,online,mrc_onli_0012,mobile,mobile_app,Rio de Janeiro,BR,2026-02-14T16:23:43,False,False,0
tx_c8c4263846cb,user_01185,75.24,transfer,travel,mrc_trav_0082,tablet,online,Manchester,GB,2026-02-19T13:25:41,False,False,0
tx_787ec7ca7c69,user_00168,537.98,purchase,dining,mrc_dini_0100,tablet,mobile_app,Rio de Janeiro,BR,2026-01-22T15:08:42,False,False,0
tx_c367f22382dc,user_01562,45.21,payment,grocery,mrc_groc_0072,mobile,online,Adelaide,AU,2026-03-06T09:08:00,False,False,0
tx_972808f6dc73,user_02031,109.74,payment,retail,mrc_reta_0072,tablet,online,Hyderabad,IN,2026-02-14T20:37:20,False,False,0
tx_f2d844d86f99,user_01628,377.44,purchase,grocery,mrc_groc_0016,mobile,mobile_app,Cologne,DE,2025-12-27T14:17:06,False,False,0
tx_e61a113c5369,user_01643,43.89,purchase,electronics,mrc_elec_0018,tablet,online,Lyon,FR,2026-01-26T13:26:23,False,False,0
tx_ea1f61a041c9,user_02620,262.36,purchase,healthcare,mrc_heal_0026,tablet,online,Sydney,AU,2025-12-21T10:10:37,False,False,0
tx_69e5b390a877,user_02371,83.58,purchase,atm,mrc_atm_0091,mobile,online,Brasília,BR,2026-03-17T08:25:05,False,False,0
tx_8df45232f030,user_01763,387.21,transfer,travel,mrc_trav_0019,desktop,online,Chicago,US,2026-02-14T17:50:00,False,False,0
tx_91364e8ffed3,user_00199,52.59,transfer,entertainment,mrc_ente_0067,desktop,call_center,Glasgow,GB,2026-01-02T13:15:32,False,False,0
tx_9741692e41fc,user_02715,138.81,withdrawal,online,mrc_onli_0038,pos_terminal,in_store,Hyderabad,IN,2026-01-23T14:32:11,False,True,0
tx_7422618db97c,user_00386,140.89,purchase,electronics,mrc_elec_0026,pos_terminal,atm,Mumbai,IN,2026-01-15T11:38:36,False,True,0
tx_fae9023fd80a,user_01889,69.2,withdrawal,dining,mrc_dini_0048,mobile,mobile_app,Vancouver,CA,2026-02-23T08:43:46,False,False,0
tx_d762f775a223,user_00514,92.67,purchase,dining,mrc_dini_0097,mobile,online,Bangalore,IN,2026-03-07T14:42:32,False,False,0
tx_e85d7e33c41f,user_02104,350.31,transfer,atm,mrc_atm_0036,pos_terminal,in_store,Toulouse,FR,2026-03-05T14:51:30,False,True,0
tx_2ad1b7e173f6,user_00909,173.23,payment,grocery,mrc_groc_0093,pos_terminal,atm,Hamburg,DE,2026-02-03T13:58:56,False,True,0
